# VASP Wiki INCAR tag help for pei_vasp_univ_find_and_change.
# Source: https://vasp.at/wiki/Category:INCAR_tag
# Retrieved: 2026-07-20; 609 INCAR keys/families from 612 category pages.
# NPPSTR and PFLAT use their page titles because their Wiki TAGDEF templates currently name another tag.
# NICS, POSNICS, NMRCAR.magres, and Profiling are category pages but not INCAR keys.
# Format: TAG<TAB>concise description; common choices and/or defaults.
PHON_LMC	Controls whether electron-phonon interactions from Monte-Carlo sampling are calculated or not; T=on, F=off; default=FALSE
PHON_NEDOS	Sets the number of frequency points to compute the phonon density of states; default=2000
PHON_NSTRUCT	Sets the number of structures for electron-phonon interactions from Monte-Carlo (MC) sampling; default=none
PHON_NWRITE	PHON_NWRITE determines how much output is written to the OUTCAR file when computing the phonon...; default=1
PHON_SIGMA	Set the width of the Gaussian function in eV to compute the phonon density of states; default=0.0005 eV
PHON_TLIST	Provides the list of temperatures for that the electron-phonon interaction using the ZG configuration...; default=none
PLEVEL	Control tag for the output of the profiling routines
PLUGINS/FORCE_AND_STRESS	PLUGINS/FORCE_AND_STRESS calls the Python plugin for the force and stress interface for each ionic...; T=on, F=off; default=False
PLUGINS/LOCAL_POTENTIAL	PLUGINS/LOCAL_POTENTIAL calls the Python plugin for the local potential interface for each SCF step; T=on, F=off; default=False
PLUGINS/MACHINE_LEARNING	PLUGINS/MACHINE_LEARNING calls the Python plugin for the machine learning interface for each ionic...; T=on, F=off; default=False
PLUGINS/ML_MODE	String-based tag selecting operation mode for running PLUGINS/FORCE_AND_STRESS plugins; options=none/run; default=none
PLUGINS/ML_OUTBLOCK	Equivalent to ML_OUTBLOCK for calculations run via plugins instead of using VASP internal force fields; default=1
PLUGINS/ML_OUTPUT_MODE	Equivalent to ML_OUTPUT_MODE for calculations run via plugins instead of using VASP internal force fields; default=1
PLUGINS/NEIGHBOR_CUTOFF	PLUGINS/NEIGHBOR_CUTOFF determines the cutoff up to which the neighbor list is computed that is passed...
PLUGINS/OCCUPANCIES	PLUGINS/OCCUPANCIES calls the Python plugin for the occupancies interface for each ionic relaxation step; T=on, F=off; default=False
PLUGINS/STRUCTURE	PLUGINS/STRUCTURE calls the Python plugin for the structure interface for each ionic relaxation step; T=on, F=off; default=False
PMASS	PMASS assigns a fictitious mass (in amu) to the lattice degrees-of-freedom in case of Parrinello-...; default=1000
POMASS	Array of masses of the atoms in atomic units; default=values read from POTCAR
POTIM	POTIM sets the time step in molecular dynamics or the step width in ionic relaxations; defaults=none/0.5/0.015
PREC	PREC specifies the "precision" mode; options=Normal/Single/SingleN/Accurate/Low/Medium/High; defaults=Medium/Normal
PRECFOCK	PRECFOCK controls the FFT grids used in the exact exchange routines (Hartree-Fock and hybrid functionals); options=Normal/Accurate/Fast/Medium/Single/Low;...
PROUTINE	Control flag for the output of the profiling routines
PSTRESS	Sets the external pressure in kB or adds corrections to the stress tensor; default=0
PSUBSYS	PSUBSYS sets the collision probabilities for the atoms in each atomic subsystem in calculations with...
PTHRESHOLD	Control flag for the output of the profiling routines
QMAXFOCKAE	Controls at which wave vectors the local augmentation charges are fitted to obtain an accurate charge...
QSPIRAL	The QSPIRAL-tag specifies the spin spiral propagation vector; default=3*0.0
QUAD_EFG	Nuclear quadrupole moment (in millbarn) for the atomic types on the POTCAR file; default=NTYP*1.0
RANDOM_GENERATOR	Specifies the random-number generator used to initialize the wavefunction (see INIWAV) for electronic...; options=default/pcg_32
RANDOM_SEED	RANDOM_SEED specifies the seed of the random-number generator (compile VASP with -Dtbdyn); default=based on the system clock
ROPT	ROPT determines how accurately the projectors are represented in real space. With LREAL=On, the real...; format=one real value per POTCAR species
RSMBJ	Sets the r_{s}^{{th}} parameter (in bohr) in the LMBJ potential; default=7
RWIGS	RWIGS specifies the Wigner-Seitz radius (in ) for each atom type; default=-1
SAXIS	Set the global spin-quantization axis w.r.t. Cartesian coordinates; default=(0, 0, 1)
SCALEE	This tag specifies the coupling parameter of the energies and forces between a fully interacting...; default=1
SCISSOR	SCISSOR specifies the shift for the scissor operator in eV; default=0
SCSRAD	SCSRAD defines the cutoff radius (in ) used in the calculation of _{ij} within the Tkatchenko-...; default=120
SDFTD3_DAMPING	SDFTD3_DAMPING sets the type of damping function in the DFT-D3 method implemented in the simple-DFT-D3...; options=zero/rational/mzero/mrational/optimizedpower
SDFTD3_XC	SDFTD3_XC sets the exchange-correlation functional which determines the van der Waals parameters used...; default=The functional set by the GGA, METAGGA or XC tag
SHAKEMAXITER	SHAKEMAXITER specifies the maximum number of iterations in the SHAKE algorithm (in case VASP was...; default=1000
SHAKETOL	SHAKETOL specifies the tolerance for the SHAKE algorithm (in case VASP was compiled with -Dtbdyn); default=10^{-5}
SHAKETOLSOFT	SHAKETOLSOFT specifies the soft tolerance for the SHAKE algorithm (in case VASP was compiled with...; default=SHAKETOL
SIGMA	SIGMA specifies the width of the smearing in eV; default=0.2
SMASS	SMASS controls the velocities during an ab-initio molecular-dynamics run; options=-3/-2/-1/[real] 0; default=-3
SMBJ	Sets the parameter (in ) in the LMBJ potential; default=2
SMEARINGS	SMEARINGS defines the smearing parameters for ISMEAR=-3 in the calculation of the partial occupancies; default=not set
SPRING	SPRING gives the spring constant between the images as used in the elastic band method; default=-5
SPRING_K	Force constant for harmonic bias potential
SPRING_R0	Position of the minimum for a harmonic bias potential
SPRING_V0	Rate at which the bias potential is shifted in uc/fs; default=0
STEP_MAX	The flag STEP_MAX defines the trust radius (upper limit) for the optimization step (in ) in the...; default=0.1
STEP_SIZE	The flag STEP_SIZE defines the trial step size for the optimization step (in ) in the Improved Dimer...; default=0.01
STOP_ON	STOP_ON defines if the code should stop on errors only or also on alerts; options=Error/Alert; default=Error
SYMPREC	SYMPREC determines to which accuracy the positions in the POSCAR file must be specified (as of...; default=10^{-5}
SYSTEM	The "title string" defined by SYSTEM is for the user only and should help the user to identify what...; default=unknown system
TEBEG	TEBEG sets the starting temperature (in K) for an ab-initio molecular dynamics run (IBRION=0) and...; default=0
TEEND	TEEND sets the final temperature (in K) for an ab-initio molecular-dynamics run; default=TEBEG
TILAMBDA	TILAMBDA defines the coupling parameter used in Thermodynamic integration using a Hessian reference....; default=0.0
TIME	TIME controls the time step for IALGO=5X and for the initial (steepest descent) phase of IALGO=4X; default=0.4
TRANSPORT_NEDOS	Choose the number of points in the Gauss-Legendre integration grid for the computation of the Onsager...; default=501
TRANSPORT_RELAXATION_TIME	Value of the constant relaxation time in unit of seconds; default=1E-14
TSUBSYS	TSUBSYS sets the temperatures for the atomic subsystems in calculations with multiple Anderson...
VACPOTFLAT	Maximum permissible 2D-averaged electric field for a region considered to be field-free in eV/A; default=0.1
VALUE_MAX	VALUE_MAX sets the upper limits for the monitoring of geometric parameters (in case VASP was compiled...
VALUE_MIN	VALUE_MIN sets the lower limits for the monitoring of geometric parameters (in case VASP was compiled...
VCA	VCA is short for the virtual crystal approximation; the tag allows to "weight" each species found in...; default=read from the POTCAR file
VCAIMAGES	The tag VCAIMAGES allows to perform thermodynamic integrations (TI); it defines the coupling parameter; default=-1
VCUTOFF	The parameter VCUTOFF sets the energy cutoff for bare Coulomb matrix elements and controls the basis...; default=1.1 ENCUTGW
VDW_A1	VDW_A1 sets the scaling a_{1} of the critical radii in the rational Becke-Johnson damping function of...
VDW_A2	VDW_A2 sets the offset a_{2} of the critical radii in the rational Becke-Johnson damping function of...
VDW_ALPHA	VDW_ALPHA defines the polarizability _{0} (bohr^{3}) for each species defined in the POSCAR file
VDW_BETA	VDW_BETA sets the offset for the damping radius or the power for the zero-damping component in the...
VDW_C6	VDW_C6 defines the C_6 parameters ({Jnm}^{6}{mol}^{-1}) for each species defined in the POSCAR file
VDW_C6AU	VDW_C6AU defines the C_6 parameters ({Hartree} {bohr}^{6}) for each species defined in the POSCAR file
VDW_CNRADIUS	VDW_CNRADIUS (in A) sets the coordination number cutoff of the DFT-D3 and DFT-D4 methods; defaults=21.17/15.88
VDW_D	VDW_D defines the damping parameter d; defaults=20/0.6966/6
VDW_R0	VDW_R0 defines the R_0 parameters () for each species defined in the POSCAR file
VDW_R0AU	VDW_R0AU defines the R_0 parameters (bohr) for each species defined in the POSCAR file
VDW_RADIUS	VDW_RADIUS (in A) sets the two-body interaction cutoff in van der Waals methods; defaults=50/50.20/31.75
VDW_S6	VDW_S6 sets a parameter in the damping function of van der Waals methods
VDW_S8	VDW_S8 sets the scaling s_{8} of the dipole-quadrupole dispersion of the DFT-D3 and DFT-D4 methods
VDW_S9	VDW_S9 sets the contribution of the three-body term to the dispersion energy; defaults=1/0
VDW_SR	VDW_SR sets a parameter in the damping function of van der Waals methods
VDW_SR8	VDW_SR8 sets the radii scaling s_{r,8} in the dipole-quadrupole zero-damping function of the DFT-D3...
VELOCITY	Determines whether the ionic velocities are written to the vaspout.h5 file during an MD run; T=on, F=off; default=false
VOSKOWN	Determines whether Vosko-Wilk-Nusair interpolation is used or not; options=0/1; default=0
WANNIER90_WIN	WANNIER90_WIN sets the content of the wannier90.win file; default=None
WC	WC specifies the weight factor for each step in Broyden mixing scheme (IMIX=4); default=1000
WEIMIN	WEIMIN specifies the maximum weight for a band to be considered empty; defaults=0.001/0
WRT_DENSITY	Select which densities associated to the local potential are written as a post-processing step; default=None
WRT_NMRCUR	Allows to write the NMR current response in atomic units to file; options=0/1/2/3/4; default=0
WRT_POTENTIAL	Select which component of the local potential to be written as a post-processing step; default=None
XC	Specifies a combination of exchange-correlation functionals; options=Combination of functionals; defaults=GGA/METAGGA/The functional specified by LEXCH in...
XCM_PN	XCm_Pn, where m=1, 2, and n=1, 2, allows to modify the parameters in a semilocal functional
XC_C	Multiplication factors for the components of the functional given by the XC tag; default=1.0*NXC
ZAB_VDW	The tag ZAB_VDW specifies the value of the parameter Z_{ab} in the kernel of the nonlocal vdW-DF...; default=-0.8491
